comments,duration,languages,published_date,date,tags,views,year,month,name,url
142,868,33,1275642720,2010-06-04,"['TEDx', 'engineering', 'entertainment', 'music', 'physics']",1059130,2010,Jun,Adam Sadowsky,"https://www.ted.com/talks/adam_sadowsky_engineers_a_viral_music_video
"
393,1182,32,1275901260,2010-06-07,"['democracy', 'government', 'law', 'philosophy', 'politics', 'sports']",1160672,2010,Jun,Michael Sandel,"https://www.ted.com/talks/michael_sandel_the_lost_art_of_democratic_debate
"
86,946,23,1275986880,2010-06-08,"['Africa', 'animals', 'biodiversity', 'global issues', 'green', 'science']",327406,2010,Jun,John Kasaona,"https://www.ted.com/talks/john_kasaona_from_poachers_to_caretakers
"
491,757,30,1276074300,2010-06-09,"['creativity', 'design', 'economics', 'engineering', 'motivation', 'politics', 'simplicity']",1056987,2010,Jun,Rory Sutherland,"https://www.ted.com/talks/rory_sutherland_sweat_the_small_stuff
"
921,1379,27,1276161900,2010-06-10,"['Anthropocene', 'TED Brain Trust', 'climate change', 'economics', 'energy', 'environment', 'green', 'law', 'nuclear weapons', 'wind energy']",1294171,2010,Jun,Stewart Brand + Mark Z. Jacobson,"https://www.ted.com/talks/debate_does_the_world_need_nuclear_energy
"
149,960,30,1276247640,2010-06-11,"['architecture', 'future', 'history', 'music']",1231159,2010,Jun,David Byrne,"https://www.ted.com/talks/david_byrne_how_architecture_helped_music_evolve
"
837,1141,34,1276507380,2010-06-14,"['God', 'faith', 'neuroscience', 'psychology', 'science', 'self']",2428958,2010,Jun,Michael Shermer,"https://www.ted.com/talks/michael_shermer_the_pattern_behind_self_deception
"
223,345,35,1276591200,2010-06-15,"['art', 'business', 'creativity', 'culture', 'entertainment', 'law', 'online video', 'technology']",777079,2010,Jun,Margaret Gould Stewart,"https://www.ted.com/talks/margaret_stewart_how_youtube_thinks_about_copyright
"
62,1280,22,1276678380,2010-06-16,"['animals', 'mission blue', 'oceans', 'science', 'singer']",428470,2010,Jun,Peter Tyack,"https://www.ted.com/talks/peter_tyack_the_intriguing_sound_of_marine_mammals
"
683,1284,34,1276766340,2010-06-17,"['TEDx', 'business', 'children', 'education', 'entrepreneur', 'money', 'teaching']",1579033,2010,Jun,Cameron Herold,"https://www.ted.com/talks/cameron_herold_let_s_raise_kids_to_be_entrepreneurs
"
155,967,31,1276851600,2010-06-18,"['cancer', 'dance', 'music', 'performance', 'personal growth', 'storytelling']",587639,2010,Jun,Ananda Shankar Jayant,"https://www.ted.com/talks/ananda_shankar_jayant_fights_cancer_with_a_dance
"
363,1059,34,1277108940,2010-06-21,"['Buddhism', 'business', 'economics', 'happiness', 'money', 'psychology']",2785058,2010,Jun,Chip Conley,"https://www.ted.com/talks/chip_conley_measuring_what_makes_life_worthwhile
"
135,988,24,1277198100,2010-06-22,"['art', 'design', 'innovation', 'typography']",629753,2010,Jun,Marian Bantjes,"https://www.ted.com/talks/marian_bantjes_intricate_beauty_by_design
"
147,1138,29,1277282880,2010-06-23,"['cities', 'education', 'global issues', 'innovation']",772299,2010,Jun,Charles Leadbeater,"https://www.ted.com/talks/charles_leadbeater_on_education
"
287,541,43,1277369340,2010-06-24,"['children', 'medicine', 'neuroscience', 'science', 'technology']",957087,2010,Jun,Aditi Shankardass,"https://www.ted.com/talks/aditi_shankardass_a_second_opinion_on_learning_disorders
"
138,350,32,1277455860,2010-06-25,"['children', 'design', 'entertainment', 'entrepreneur', 'gaming', 'toy']",1014201,2010,Jun,Hillel Cooperman,"https://www.ted.com/talks/hillel_cooperman_legos_for_grownups
"
294,787,30,1277715840,2010-06-28,"['collaboration', 'community', 'culture', 'technology', 'wikipedia']",954924,2010,Jun,Clay Shirky,"https://www.ted.com/talks/clay_shirky_how_cognitive_surplus_will_change_the_world
"
118,1163,22,1277803440,2010-06-29,"['TEDx', 'cities', 'design', 'infrastructure', 'urban planning']",668454,2010,Jun,Ellen Dunham-Jones,"https://www.ted.com/talks/ellen_dunham_jones_retrofitting_suburbia
"
69,942,21,1277889060,2010-06-30,"['fish', 'health', 'mission blue', 'oceans', 'science']",362741,2010,Jun,Stephen Palumbi,"https://www.ted.com/talks/stephen_palumbi_following_the_mercury_trail
"
179,417,35,1277975100,2010-07-01,"['art', 'astronomy', 'science', 'space', 'technology']",1678493,2010,Jul,Carter Emmart,"https://www.ted.com/talks/carter_emmart_demos_a_3d_atlas_of_the_universe
"
254,176,48,1278063240,2010-07-02,"['TED Fellows', 'architecture', 'design', 'environment', 'urban planning']",1332785,2010,Jul,Mitchell Joachim,"https://www.ted.com/talks/mitchell_joachim_don_t_build_your_home_grow_it
"
127,1029,29,1278408000,2010-07-06,['math'],1212079,2010,Jul,Benoit Mandelbrot,"https://www.ted.com/talks/benoit_mandelbrot_fractals_the_art_of_roughness
"
296,675,28,1278492420,2010-07-07,"['TEDx', 'food', 'global issues', 'health', 'obesity', 'social change']",664485,2010,Jul,Ellen  Gustafson,"https://www.ted.com/talks/ellen_gustafson_obesity_hunger_1_global_food_issue
"
150,307,32,1278579120,2010-07-08,"['crime', 'ecology', 'environment', 'green', 'nature', 'plants', 'prison', 'social change', 'trees']",426610,2010,Jul,Nalini Nadkarni,"https://www.ted.com/talks/nalini_nadkarni_life_science_in_prison
"
607,604,46,1278663300,2010-07-09,"['culture', 'data', 'demo', 'global issues', 'poverty', 'prediction', 'presentation']",2934262,2010,Jul,Hans Rosling,"https://www.ted.com/talks/hans_rosling_on_global_population_growth
"
368,1195,28,1278926880,2010-07-12,"['TEDx', 'disaster relief', 'energy', 'environment', 'oceans', 'oil', 'pollution']",594725,2010,Jul,Carl Safina,"https://www.ted.com/talks/carl_safina_the_oil_spill_s_unseen_culprits_victims
"
459,986,34,1279106400,2010-07-14,"['business', 'collaboration', 'design', 'technology']",2156157,2010,Jul,Matt Ridley,"https://www.ted.com/talks/matt_ridley_when_ideas_have_sex
"
141,1185,26,1279189320,2010-07-15,"['communication', 'global issues', 'language', 'news', 'technology', 'web']",694714,2010,Jul,Ethan Zuckerman,"https://www.ted.com/talks/ethan_zuckerman
"
1217,1185,33,1279262220,2010-07-16,"['culture', 'novel', 'politics', 'storytelling', 'women']",1763449,2010,Jul,Elif Shafak,"https://www.ted.com/talks/elif_shafak_the_politics_of_fiction
"
926,1173,44,1279533840,2010-07-19,"['Surveillance', 'communication', 'global issues', 'iraq', 'military', 'news', 'technology']",2278271,2010,Jul,Julian Assange,"https://www.ted.com/talks/julian_assange_why_the_world_needs_wikileaks
"
804,1102,25,1279616880,2010-07-20,"['Islam', 'art', 'culture', 'peace']",819361,2010,Jul,Naif Al-Mutawa,"https://www.ted.com/talks/naif_al_mutawa_superheroes_inspired_by_islam
"
274,1110,27,1279703400,2010-07-21,"['Planets', 'astrobiology', 'astronomy', 'biology', 'extraterrestrial life', 'life', 'technology', 'telescopes', 'universe']",1123482,2010,Jul,Dimitar Sasselov,"https://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets
"
581,636,34,1279715760,2010-07-21,"['brain', 'computers', 'design', 'entertainment', 'interface design', 'mind', 'technology']",2468906,2010,Jul,Tan Le,"https://www.ted.com/talks/tan_le_a_headset_that_reads_your_brainwaves
"
113,411,28,1279809840,2010-07-22,"['biology', 'design', 'future', 'medicine', 'technology']",486269,2010,Jul,Kevin Stone,"https://www.ted.com/talks/kevin_stone_the_bio_future_of_joint_replacement
"
959,1448,37,1280133360,2010-07-26,"['business', 'choice', 'culture', 'decision-making', 'economics', 'psychology', 'social change', 'society']",3087856,2010,Jul,Sheena Iyengar,"https://www.ted.com/talks/sheena_iyengar_on_the_art_of_choosing
"
123,1002,17,1280221320,2010-07-27,"['TEDx', 'business', 'chemistry', 'disaster relief', 'environment', 'fish', 'oceans', 'oil', 'science']",220099,2010,Jul,Susan Shaw,"https://www.ted.com/talks/susan_shaw_the_oil_spill_s_toxic_trade_off
"
218,1124,0,1280234580,2010-07-27,"['TED Brain Trust', 'business', 'creativity', 'intelligence', 'self']",659664,2010,Jul,Jeff Bezos,"https://www.ted.com/talks/jeff_bezos_gifts_vs_choices
"
58,1250,19,1280309580,2010-07-28,"['mission blue', 'oceans', 'poetry', 'science', 'technology']",332099,2010,Jul,John Delaney,"https://www.ted.com/talks/john_delaney_wiring_an_interactive_ocean
"
613,1185,28,1280393220,2010-07-29,"['brain', 'business', 'design', 'economics', 'money', 'monkeys', 'psychology', 'science']",1236817,2010,Jul,Laurie Santos,"https://www.ted.com/talks/laurie_santos
"
173,585,31,1280480100,2010-07-30,"['activism', 'adventure', 'climate change', 'global issues', 'science', 'sports']",1029186,2010,Jul,Lewis Pugh,"https://www.ted.com/talks/lewis_pugh_s_mind_shifting_mt_everest_swim
"
169,1169,23,1281948180,2010-08-16,"['business', 'environment', 'green', 'sustainability']",431548,2010,Aug,Jason Clay,"https://www.ted.com/talks/jason_clay_how_big_brands_can_save_biodiversity
"
538,1102,30,1282038540,2010-08-17,"['Slavery', 'economics', 'education', 'feminism', 'global development', 'poverty', 'trafficking', 'women']",1049847,2010,Aug,Sheryl WuDunn,"https://www.ted.com/talks/sheryl_wudunn_our_century_s_greatest_injustice
"
649,453,0,1282062180,2010-08-17,"['God', 'LGBT', 'culture', 'government', 'law', 'love', 'religion', 'sex']",292395,2010,Aug,Diane J. Savino,"https://www.ted.com/talks/diane_j_savino_the_case_for_same_sex_marriage
"
207,655,24,1282119180,2010-08-18,"['AI', 'children', 'computers', 'design', 'gaming', 'psychology', 'technology']",734490,2010,Aug,Peter Molyneux,"https://www.ted.com/talks/peter_molyneux_demos_milo_the_virtual_boy
"
99,539,25,1282206180,2010-08-19,"['comedy', 'entertainment', 'humor']",799855,2010,Aug,Jamil Abu-Wardeh,"https://www.ted.com/talks/jamil_abu_wardeh_bringing_comedy_to_the_axis_of_evil
"
287,554,34,1282206540,2010-08-19,"['Iran', 'Middle East', 'comedy', 'entertainment', 'humor', 'politics']",4646183,2010,Aug,Maz Jobrani,"https://www.ted.com/talks/maz_jobrani_make_jokes_not_bombs
"
295,722,27,1282293780,2010-08-20,"['TEDx', 'business', 'entertainment', 'entrepreneur', 'gaming', 'money', 'psychology']",816019,2010,Aug,Seth Priebatsch,"https://www.ted.com/talks/seth_priebatsch_the_game_layer_on_top_of_the_world
"
285,1076,31,1282554120,2010-08-23,"['complexity', 'computers', 'data', 'design', 'visualizations']",2581998,2010,Aug,David McCandless,"https://www.ted.com/talks/david_mccandless_the_beauty_of_data_visualization
"
236,585,27,1282639500,2010-08-24,"['climate change', 'news', 'science']",592082,2010,Aug,Lee Hotz,"https://www.ted.com/talks/lee_hotz_inside_an_antarctic_time_machine
"
404,639,0,1282647660,2010-08-24,"['brain', 'economics', 'evolution', 'mind', 'psychology', 'science']",544047,2010,Aug,Jeremy Rifkin,"https://www.ted.com/talks/jeremy_rifkin_on_the_empathic_civilization
"
66,855,22,1282727040,2010-08-25,"['animals', 'art', 'comedy', 'entertainment', 'humor', 'oceans', 'science']",479113,2010,Aug,Jim Toomey,"https://www.ted.com/talks/jim_toomey_learning_from_sherman_the_shark
"
175,1034,24,1282812600,2010-08-26,"['TEDx', 'disaster relief', 'energy', 'environment', 'green', 'oil', 'sustainability']",452632,2010,Aug,Lisa Margonelli,"https://www.ted.com/talks/lisa_margonelli_the_political_chemistry_of_oil
"
137,458,37,1282902540,2010-08-27,"['business', 'marketing', 'math', 'physics']",1373377,2010,Aug,Dan Cobley,"https://www.ted.com/talks/dan_cobley_what_physics_taught_me_about_marketing
"
396,1009,36,1283130000,2010-08-30,"['big problems', 'culture', 'data', 'economics', 'global issues', 'happiness', 'statistics']",1597719,2010,Aug,Nic Marks,"https://www.ted.com/talks/nic_marks_the_happy_planet_index
"
568,1090,25,1283244120,2010-08-31,"['Anthropocene', 'agriculture', 'cities', 'climate change', 'environment', 'global issues']",924806,2010,Aug,Johan Rockstrom,"https://www.ted.com/talks/johan_rockstrom_let_the_environment_guide_our_development
"
215,1523,29,1283330880,2010-09-01,"['brain', 'culture', 'happiness', 'religion', 'society']",800001,2010,Sep,His Holiness the Karmapa,"https://www.ted.com/talks/his_holiness_the_karmapa_the_technology_of_the_heart
"
582,195,58,1283417220,2010-09-02,"['goal-setting', 'motivation', 'personal growth', 'psychology', 'self', 'storytelling', 'success']",4657799,2010,Sep,Derek Sivers,"https://www.ted.com/talks/derek_sivers_keep_your_goals_to_yourself
"
175,848,28,1283503920,2010-09-03,"['biodiversity', 'biology', 'environment', 'life', 'nature', 'photography', 'trees']",1424250,2010,Sep,Rachel Sussman,"https://www.ted.com/talks/rachel_sussman_the_world_s_oldest_living_things
"
626,1033,43,1283850660,2010-09-07,"['children', 'education', 'global development', 'global issues', 'technology', 'web']",2528934,2010,Sep,Sugata Mitra,"https://www.ted.com/talks/sugata_mitra_the_child_driven_education
"
70,1011,22,1283935080,2010-09-08,"['art', 'design', 'entertainment', 'visualizations']",427590,2010,Sep,Alwar Balasubramaniam,"https://www.ted.com/talks/alwar_balasubramaniam_sculpture_of_substance_and_absence
"
90,1238,26,1284022500,2010-09-09,"['global issues', 'innovation', 'iraq', 'politics', 'state-building']",343532,2010,Sep,Carne Ross,"https://www.ted.com/talks/carne_ross_an_independent_diplomat
"
97,764,27,1284107880,2010-09-10,"['TEDx', 'education', 'entertainment', 'music', 'performance', 'performance art', 'theater']",497710,2010,Sep,Ben Cameron,"https://www.ted.com/talks/ben_cameron_tedxyyc
"
237,1214,0,1284138120,2010-09-10,"['TED Brain Trust', 'advertising', 'business', 'design', 'marketing']",955329,2010,Sep,Seth Godin,"https://www.ted.com/talks/seth_godin_this_is_broken_1
"
331,1094,23,1284366360,2010-09-13,"['mission blue', 'oceans', 'science', 'technology']",547649,2010,Sep,Rob Dunbar,"https://www.ted.com/talks/rob_dunbar
"
484,1133,31,1284450120,2010-09-14,"['business', 'education', 'global issues', 'innovation', 'online video', 'science', 'technology', 'web']",1306536,2010,Sep,Chris Anderson,"https://www.ted.com/talks/chris_anderson_how_web_video_powers_global_innovation
"
241,241,39,1284541440,2010-09-15,"['evolution', 'humanity', 'personal growth', 'science', 'self']",2244295,2010,Sep,Jessa Gamble,"https://www.ted.com/talks/jessa_gamble_how_to_sleep
"
125,1074,28,1284627300,2010-09-16,"['friendship', 'health', 'humanity', 'medicine', 'meme', 'science', 'society']",568761,2010,Sep,Nicholas Christakis,"https://www.ted.com/talks/nicholas_christakis_how_social_networks_predict_epidemics
"
60,341,33,1284712140,2010-09-17,"['culture', 'history', 'music', 'performance', 'singer', 'technology']",649740,2010,Sep,Caroline Phillips,"https://www.ted.com/talks/caroline_phillips_hurdy_gurdy_for_beginners
"
209,534,30,1284972180,2010-09-20,"['books', 'business', 'consumerism', 'design', 'engineering', 'food', 'medicine', 'product design']",1157394,2010,Sep,Christien Meindertsma,"https://www.ted.com/talks/christien_meindertsma_on_pig_05049
"
359,1065,33,1285059000,2010-09-21,"['collaboration', 'innovation', 'novel', 'science', 'technology']",3951683,2010,Sep,Steven Johnson,"https://www.ted.com/talks/steven_johnson_where_good_ideas_come_from
"
40,1110,21,1285145640,2010-09-22,"['AIDS', 'Africa', 'community', 'health', 'health care', 'women']",235221,2010,Sep,Mitchell Besser,"https://www.ted.com/talks/mitchell_besser_mothers_helping_mothers_fight_hiv
"
105,556,32,1285146180,2010-09-22,"['AIDS', 'Africa', 'activism', 'health', 'personal growth']",484254,2010,Sep,Annie Lennox,"https://www.ted.com/talks/annie_lennox_why_i_am_an_hiv_aids_activist
"
159,255,35,1285231620,2010-09-23,"['TEDx', 'communication', 'culture', 'design', 'interface design', 'telecom']",875821,2010,Sep,Fabian Hemmert,"https://www.ted.com/talks/fabian_hemmert_the_shape_shifting_future_of_the_mobile_phone
"
229,434,35,1285250100,2010-09-23,"['Senses', 'design', 'music', 'nature', 'psychology', 'science', 'sound']",1147609,2010,Sep,Julian Treasure,"https://www.ted.com/talks/julian_treasure_shh_sound_health_in_8_steps
"
40,1690,0,1285488000,2010-09-26,"['biology', 'birds', 'evolution', 'life']",112321,2010,Sep,Tim Birkhead,"https://www.ted.com/talks/tim_birkhead_the_wisdom_of_birds
"
141,310,33,1285576380,2010-09-27,"['decision-making', 'design', 'health', 'medicine', 'psychology', 'statistics', 'technology']",865560,2010,Sep,Gary Wolf,"https://www.ted.com/talks/gary_wolf_the_quantified_self
"
411,1165,28,1285663500,2010-09-28,"['brain', 'mind', 'science', 'technology']",942928,2010,Sep,Sebastian Seung,"https://www.ted.com/talks/sebastian_seung
"
68,641,26,1285748640,2010-09-29,"['PTSD', 'brain', 'depression', 'global issues', 'mental health', 'peace', 'poverty', 'psychology', 'violence', 'war']",343349,2010,Sep,Inge Missmahl,"https://www.ted.com/talks/inge_missmahl_brings_peace_to_the_minds_of_afghanistan
"
233,830,31,1285836660,2010-09-30,"['TEDx', 'culture', 'global issues', 'health', 'population', 'science']",1059098,2010,Sep,Mechai Viravaidya,"https://www.ted.com/talks/mechai_viravaidya_how_mr_condom_made_thailand_a_better_place
"
266,545,29,1286182800,2010-10-04,"['Anthropocene', 'environment', 'green', 'manufacturing', 'nature', 'plastic', 'product design', 'technology']",1097901,2010,Oct,Eben Bayer,"https://www.ted.com/talks/eben_bayer_are_mushrooms_the_new_plastic
"
364,1223,28,1286270340,2010-10-05,"['economics', 'global development', 'green', 'poverty', 'sustainability']",899942,2010,Oct,Tim Jackson,"https://www.ted.com/talks/tim_jackson_s_economic_reality_check
"
35,1206,21,1286355180,2010-10-06,"['mission blue', 'oceans', 'science', 'technology']",334820,2010,Oct,Barbara Block,"https://www.ted.com/talks/barbara_block_tagging_tuna_in_the_deep_ocean
"
342,934,33,1286442720,2010-10-07,"['Africa', 'TEDx', 'data', 'global development', 'health', 'inequality', 'statistics']",738895,2010,Oct,Hans Rosling,"https://www.ted.com/talks/hans_rosling_the_good_news_of_the_decade
"
505,197,55,1286527740,2010-10-08,"['cancer', 'medicine', 'personal growth', 'storytelling']",3450119,2010,Oct,Stacey Kramer,"https://www.ted.com/talks/stacey_kramer_the_best_gift_i_ever_survived
"
954,830,30,1286787300,2010-10-11,"['biology', 'botany', 'collaboration', 'plants', 'science']",1075196,2010,Oct,Stefano Mancuso,"https://www.ted.com/talks/stefano_mancuso_the_roots_of_plant_intelligence
"
322,988,31,1286873040,2010-10-12,"['TEDx', 'business', 'global development', 'global issues', 'philanthropy', 'sanitation']",1189754,2010,Oct,Melinda Gates,"https://www.ted.com/talks/melinda_french_gates_what_nonprofits_can_learn_from_coca_cola
"
77,510,27,1286960340,2010-10-13,"['TED Fellows', 'architecture', 'business', 'disaster relief', 'global issues', 'natural disaster', 'technology']",317127,2010,Oct,Peter Haas,"https://www.ted.com/talks/peter_haas_haiti_s_disaster_of_engineering
"
69,1190,23,1287047700,2010-10-14,"['art', 'collaboration', 'design', 'engineering', 'environment', 'performance art', 'technology']",414028,2010,Oct,Natalie Jeremijenko,"https://www.ted.com/talks/natalie_jeremijenko_the_art_of_the_eco_mindshift
"
148,1080,30,1287132780,2010-10-15,"['Internet', 'comedy', 'gaming', 'humanity', 'humor', 'music', 'play', 'technology', 'web']",1876053,2010,Oct,Ze Frank,"https://www.ted.com/talks/ze_frank_s_web_playroom
"
225,775,0,1287307320,2010-10-17,"['LGBT', 'TEDYouth', 'humanity', 'social change', 'society', 'violence']",278672,2010,Oct,Joel Burns,"https://www.ted.com/talks/joel_burns_tells_gay_teens_it_gets_better
"
718,1113,35,1287394020,2010-10-18,"['business', 'entrepreneur', 'global issues', 'poverty', 'social change', 'women in business']",1359611,2010,Oct,Jessica Jackley,"https://www.ted.com/talks/jessica_jackley_poverty_money_and_love
"
266,914,29,1287475740,2010-10-19,"['biology', 'food', 'science', 'technology']",1342475,2010,Oct,Heribert Watzke,"https://www.ted.com/talks/heribert_watzke_the_brain_in_your_gut
"
259,318,32,1287572760,2010-10-20,"['Anthropocene', 'consumerism', 'global issues', 'green', 'mission blue', 'oceans', 'plastic']",688861,2010,Oct,Dianna Cohen,"https://www.ted.com/talks/dianna_cohen_tough_truths_about_plastic_pollution
"
135,752,39,1287650880,2010-10-21,"['art', 'media', 'news', 'war']",759736,2010,Oct,Patrick Chappatte,"https://www.ted.com/talks/patrick_chappatte_the_power_of_cartoons
"
63,195,34,1287737340,2010-10-22,"['future', 'garden', 'music', 'performance', 'society']",621361,2010,Oct,"David Byrne, Ethel + Thomas Dolby","https://www.ted.com/talks/david_byrne_sings_nothing_but_flowers
"
190,1180,23,1287997620,2010-10-25,"['business', 'design', 'economics', 'industrial design', 'technology']",622593,2010,Oct,R.A. Mashelkar,"https://www.ted.com/talks/r_a_mashelkar_breakthrough_designs_for_ultra_low_cost_products
"
264,1095,25,1288084080,2010-10-26,"['china', 'culture', 'economics', 'global issues', 'government', 'peace', 'politics', 'war']",954049,2010,Oct,Joseph Nye,"https://www.ted.com/talks/joseph_nye_on_global_power_shifts
"
91,566,35,1288169880,2010-10-27,"['environment', 'fish', 'food', 'oceans', 'sustainability']",556032,2010,Oct,Barton Seaver,"https://www.ted.com/talks/barton_seaver_sustainable_seafood_let_s_get_smart
"
83,923,24,1288253220,2010-10-28,"['TEDx', 'agriculture', 'green', 'insects', 'nature', 'technology']",368770,2010,Oct,Shimon Steinberg,"https://www.ted.com/talks/shimon_steinberg_natural_pest_control_using_bugs
"
144,671,34,1288349340,2010-10-29,"['animation', 'art', 'design', 'performance', 'technology']",829399,2010,Oct,Miwa Matreyek,"https://www.ted.com/talks/miwa_matreyek_s_glorious_visions
"
343,988,30,1288603020,2010-11-01,"['culture', 'education', 'entertainment', 'gaming', 'technology']",1021573,2010,Nov,Tom Chatfield,"https://www.ted.com/talks/tom_chatfield_7_ways_games_reward_the_brain
"
834,422,36,1288685640,2010-11-02,"['culture', 'democracy', 'design', 'global issues', 'government', 'politics', 'technology']",543551,2010,Nov,David Bismark,"https://www.ted.com/talks/david_bismark_e_voting_without_fraud
"
58,1035,28,1288770540,2010-11-03,"['global issues', 'mission blue', 'oceans', 'science', 'submarine']",454323,2010,Nov,Greg Stone,"https://www.ted.com/talks/greg_stone_saving_the_ocean_one_island_at_a_time
"
124,1054,28,1288824240,2010-11-03,"['biology', 'brain', 'neuroscience', 'science']",611081,2010,Nov,Gero Miesenboeck,"https://www.ted.com/talks/gero_miesenboeck
"
226,1159,28,1288967040,2010-11-05,"['entertainment', 'live music', 'music', 'performance']",1231423,2010,Nov,Andrew Bird,"https://www.ted.com/talks/andrew_bird_s_one_man_orchestra_of_the_imagination
"
156,1003,29,1289229480,2010-11-08,"['design', 'education', 'poverty']",943245,2010,Nov,Emily Pilloton,"https://www.ted.com/talks/emily_pilloton_teaching_design_for_change
"
74,1055,24,1289314740,2010-11-09,"['Africa', 'iraq', 'peace', 'violence', 'war']",307628,2010,Nov,Stefan Wolff,"https://www.ted.com/talks/stefan_wolff_the_path_to_ending_ethnic_conflicts
"
850,927,36,1289401020,2010-11-10,"['TEDx', 'culture', 'history', 'photography', 'poverty']",1347633,2010,Nov,Aaron Huey,"https://www.ted.com/talks/aaron_huey
"
146,1066,26,1289488560,2010-11-11,"['big problems', 'business', 'global issues', 'inequality', 'law', 'work']",586814,2010,Nov,Auret van Heerden,"https://www.ted.com/talks/auret_van_heerden_making_global_labor_fair
"
134,222,36,1289574540,2010-11-12,"['TED Fellows', 'complexity', 'design', 'science', 'simplicity']",1154719,2010,Nov,Eric Berlow,"https://www.ted.com/talks/eric_berlow_how_complexity_leads_to_simplicity
"
579,1039,32,1289833380,2010-11-15,"['code', 'computers', 'education', 'math', 'technology']",1499219,2010,Nov,Conrad Wolfram,"https://www.ted.com/talks/conrad_wolfram_teaching_kids_real_math_with_computers
"
388,933,34,1289921040,2010-11-16,"['Senses', 'beauty', 'brain', 'culture', 'design', 'evolution', 'society']",2012387,2010,Nov,Denis Dutton,"https://www.ted.com/talks/denis_dutton_a_darwinian_theory_of_beauty
"
52,946,24,1290006420,2010-11-17,"['TEDx', 'children', 'education', 'leadership', 'motivation', 'personal growth', 'sports', 'storytelling']",539950,2010,Nov,Shimon Schocken,"https://www.ted.com/talks/shimon_schocken_s_rides_of_hope
"
305,815,33,1290092040,2010-11-18,"['culture', 'design', 'education', 'green']",960523,2010,Nov,John Hardy,"https://www.ted.com/talks/john_hardy_my_green_school_dream
"
31,946,22,1290175393,2010-11-19,"['global issues', 'law', 'mission blue', 'oceans', 'politics', 'science']",349168,2010,Nov,Kristina Gjerde,"https://www.ted.com/talks/kristina_gjerde_making_law_on_the_high_seas
"
140,561,27,1290437580,2010-11-22,"['TEDx', 'brain', 'children', 'health', 'medicine']",452578,2010,Nov,Kim Gorgens,"https://www.ted.com/talks/kim_gorgens_protecting_the_brain_against_concussion
"
187,1066,30,1290523500,2010-11-23,"['drones', 'global issues', 'iraq', 'war', 'women']",505716,2010,Nov,Zainab Salbi,"https://www.ted.com/talks/zainab_salbi
"
589,921,37,1290613380,2010-11-24,"['TEDx', 'business', 'creativity', 'culture', 'design', 'technology', 'work']",4908787,2010,Nov,Jason Fried,"https://www.ted.com/talks/jason_fried_why_work_doesn_t_happen_at_work
"
189,1077,26,1290698188,2010-11-25,"['TEDx', 'architecture', 'cities', 'creativity', 'design', 'green', 'technology']",1112351,2010,Nov,Dan Phillips,"https://www.ted.com/talks/dan_phillips_creative_houses_from_reclaimed_stuff
"
767,314,39,1291044840,2010-11-29,"['TEDx', 'agriculture', 'business', 'environment', 'food', 'green', 'health', 'sustainability']",2152734,2010,Nov,Birke Baehr,"https://www.ted.com/talks/birke_baehr_what_s_wrong_with_our_food_system
"
366,1125,37,1291134180,2010-11-30,"['TEDx', 'culture', 'global issues', 'politics', 'war']",1828181,2010,Nov,William Ury,"https://www.ted.com/talks/william_ury
"
297,994,32,1291215600,2010-12-01,"['agriculture', 'environment', 'food', 'health', 'insects']",1393541,2010,Dec,Marcel Dicke,"https://www.ted.com/talks/marcel_dicke_why_not_eat_insects
"
233,731,31,1291303500,2010-12-02,"['Africa', 'TEDx', 'animals', 'smell', 'technology', 'war']",532619,2010,Dec,Bart Weetjens,"https://www.ted.com/talks/bart_weetjens_how_i_taught_rats_to_sniff_out_land_mines
"
117,529,32,1291391400,2010-12-03,"['business', 'cities', 'culture', 'entertainment', 'food', 'global issues', 'sustainability']",833901,2010,Dec,Arthur Potts Dawson,"https://www.ted.com/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants
"
209,585,28,1291834140,2010-12-08,"['business', 'feminism', 'politics', 'women', 'women in business']",588691,2010,Dec,Halla Tómasdóttir,"https://www.ted.com/talks/halla_tomasdottir
"
893,673,36,1291933500,2010-12-09,"['Gender equality', 'bullying', 'culture', 'feminism', 'global issues', 'men', 'women']",2235818,2010,Dec,Tony Porter,"https://www.ted.com/talks/tony_porter_a_call_to_men
"
220,527,36,1292256591,2010-12-13,"['crime', 'culture', 'education', 'global issues', 'india', 'social change']",849372,2010,Dec,Kiran Bedi,"https://www.ted.com/talks/kiran_bedi_a_police_chief_with_a_difference
"
831,972,29,1292379480,2010-12-15,"['Gender equality', 'culture', 'economics', 'education', 'feminism', 'global issues', 'women']",851862,2010,Dec,Hanna Rosin,"https://www.ted.com/talks/hanna_rosin_new_data_on_the_rise_of_women
"
301,605,36,1292431320,2010-12-15,"['TEDx', 'children', 'culture', 'education']",1882742,2010,Dec,Diana Laufenberg,"https://www.ted.com/talks/diana_laufenberg_3_ways_to_teach
"
219,1028,32,1292510460,2010-12-16,"['children', 'communication', 'culture', 'entertainment', 'sex', 'web']",2108409,2010,Dec,Rufus Griscom + Alisa Volkman,"https://www.ted.com/talks/rufus_griscom_alisa_volkman_let_s_talk_parenting_taboos
"
